bedeutung;sachgruppe
geraten (in Redensart);9120
herankommen, sich nähern;5531
kommen, herannahen;9800
ankommen;5531
herbeikommen;5531
kommen, erscheinen, an der Reihe sein;5531
anreisen, teilnehmen;9800
eintreffen, ankommen;5531
kommen, erscheinen;5531
vorstellig werden (in Redensart);5531
auftauchen, hervortreten;9313
geraten;9120
hervorquellen;9311
hinkommen, besuchen;6421
in einen Zustand gelangen (in Redensart);9100
stammen;9300
zu etwas gelangen;6430
zugeführt werden, zum Decken;4112
deponiert werden;9800
erreichen;6430
zutage treten, hervortreten;9120
an der Reihe sein;9320
austreiben (Pflanze);3020
geraten, gezwungen sein;6420
geschickt werden, unfreiwillig begeben;9315
herausquellen, hervorquellen;9800
herstammen;9312
hervortreten, herausquellen;5340
kommen (in Fügung);9800
nahen;5531
sich ereignen;9316
sich nähern, von Gewitter;2200
Wasser fällt in einem Strahl zu Boden;2200
Zunehmen des Monds;2100
den Aufenthaltsort verändern;9500
ein Kind gebären;5820
herkommen, abstammen;9700
herumkommen;9800
jemand anderem etwas anwünschen;6333
kommen, berühren;5531
kommen, sich nähern;5531
kommen, stammen;9800
sich darstellen als, sich erweisen als;9316
sich zeigen;9100
ungeschickt auf der Wasseroberfläche aufkommen;7340
zugeordnet werden;9800
gesamten Besitz verlieren;8330
Vermögen, soziale Stellung erwerben;7010
bequem;9240
nicht groß gewachsen, aber von kräftiger Statur;5210
verrückt, wild, verliebt;6270
benommen, verwirrt;5310
wütend;6320
unbeirrbar, [fest] entschlossen;6430
kontant (in Redensart);6332
zufrieden, friedlich;6310
in kurzen Abständen, häufig;9600
benommen;5310
wütend;6320
sich beim Sprechen verwirren;5360
"""seltsam""";9240
sonderbar, seltsam;9240
unschön, unvorteilhaft;9240
wählerisch;6280
wählerisch im Fressen vom Vieh;5910
unüberlegt, ohne darüber nachzudenken;6260
ein Kind auf den Schultern umhertragen;7360
schwindlig im Kopf;5310
kämpfen der Zicklein;4115
streiten;6333
begatten von Geflügel;4240
begatten der Henne durch den Hahn;4240
streiten;6333
schimpfen;6333
kämpfen von Ziegen gegeneinander;4115
streiten aus geringfügigem Anlass;6333
Hochatmen des Viehs, wenn es sich überfressen hat;7450
kämpfen der Zicklein;4115
sich (gegenseitig) beschimpfen;6333
Stimme der Henne, wenn sie gelegt hat;4240
aufbegehren gegen jemand;6440
dauernd schimpfen;6333
schäkern von Verliebten;6332
astig, von Holz;7520
Geschlechtsverkehr ausüben;5350
Fußball schießen;7340
kräftig;5210
von kräftiger Statur;5210
korrekt, moralisch in Ordnung;6440
wohl, gesundheitlich in Ordnung;5700
kosten (Geld);7620
einen Preis haben;7600
kosten, einen Preis haben;7620
kosten (in Redensart);7600
einen Preis fordern;7620
gegen Ware eintauschen (Geld), ausgeben (Geld);7600
teuer, hochpreisig;9330
sich erbrechen;5700
erbrechen (in Redensart);5340
erbrechen;5340
sich erbrechen, sich übergeben;5700
sich übergeben, sich erbrechen;5700
übel, unwohl vom Magen her;5700
verdorben, von Magen;5340
verdorben, von Magen;5340
Ruf der Rabenkrähe;4210
alt, gebrechlich;5700
Wenn es bei Frost in den Ohrläppchen zu kribbeln anfängt.;5400
sich kriechend bewegen (in Redensart);5550
in etwas kramend suchen;5520
sich kriechend bewegen;5550
streiten;6333
kriechen von Kleinkindern, die noch nicht fest auf den Beinen stehen;5830
in etwas kramend suchen;5520
sehr mager, stark abgemagert;5210
sehr mager, stark abgemagert;5210
sehr dürr;9130
streiten;6333
Knirschen von Schnee, wenn man darüber läuft;2200
sich (gegenseitig) beschimpfen;6333
klappern, knirschen (in Redensart);5420
einen Krach verursachen;5420
streiten von Frauen;6333
einen Krach verursachen (in Redensart);9130
geräuschvoll brechen (in Redensart);5420
einen Krach verursachen, auslösen;5420
plötzlich laut und wütend losschimpfen;5360
Klappern von aneinanderschlagenden Blechdeckeln;7735
ausschimpfen;6333
einen Krach verursachen, auslösen (in Redensart);5420
klappern, knirschen;5420
schimpfen;6333
streiten, prozessieren;8300
klappernde Laute von sich gebend;5420
Hochatmen des Viehs, wenn es sich überfressen hat;7450
geizig sein;6280
streiten;6333
schimpfen;6333
sich (gegenseitig) beschimpfen;6333
dauernd schimpfen;6333
plötzlich laut und wütend losschimpfen;5360
schreien;5560
streiten von Frauen;6333
hemmungslos und unerträglich brüllen;5360
schimpfen (allgemeinstes und häufigstes Wort);6333
lautes Schreien ohne Verständigungsabsicht;5560
streiten aus geringfügigem Anlass;6333
jemanden heftig schimpfen;6333
streiten von Kindern um etwas;6333
allein vor sich hin schimpfen;6333
allgemeines Wort der älteren Leute für schreien;5560
herumschreien;5560
über einen anderen schimpfen;6333
allgemeines Wort für schreien;5560
aufbegehren gegen jemand;6440
schimpfen von Betrunkenen;6333
astig, von Holz;7520
Krallenwetzen der Katze an Holz;4116
Krallenwetzen der Katze an Holz;4116
schlecht, minderwertig ausbessern;7545
Laute von sich geben: Schwein;4020
über einen anderen schimpfen;6333
in etwas kramend suchen;5520
in etwas kramend suchen oder Ordnung machen;5520
nutzlos vor sich hinarbeiten;6430
in einem unübersichtlichen Warenangebot stöbern;7600
in etwas kramend suchen;5520
in etwas kramend suchen;5520
nutzlos vor sich hinarbeiten;6430
kastrieren;7450
lügen;6530
in etwas kramend suchen;5520
krank;5700
krank (in Redensart);5700
nicht gesund;5700
in finanziellen Schwierigkeiten;7600
kernfaul, von Holz;7550
krank, schlecht aussehend;5700
nicht gesund (in Redensart);7600
Hochatmen des Viehs, wenn es sich überfressen hat;7450
verdorbener Magen;5340
ohne Grund nicht zur Arbeit gehen;6550
sehr mager, stark abgemagert;5210
schöntun bei Höhergestelltem;6530
unrasiert;5940
nadeln, Nadeln abwerfen;3110
Krallenwetzen der Katze an Holz;4116
das Scharren der Henne beim Futtersuchen;4240
Krallenwetzen der Katze an Holz;4116
stümperhaft Geige spielen;8730
kratzen (in Redensart);5520
sich schnell entfernen (in Redensart);5532
schöntun bei Höhergestelltem;6530
kratzen (sich);5520
Kartoffelbeete einebnen;7430
Stimme der Henne beim Futtersuchen;4240
auf die Wiese oder den Rain beim Pflügen hinausgetretene Erde auf den Acker zurückstreifen;7430
betreffen, interessieren;6260
mit dem Finger hinter die Ohren schnippen;5521
scharren (Huhn);4240
unangenehme Geräusche beim Abspielen von sich geben (in Redensart);5420
unrasiert;5940
unrasiert;5940
absonderlich, schwächlich;5172
Erdschollen nach dem Pflügen zerkleinern;7430
Unkraut entfernen;7430
aus Zeitvertreib im Garten arbeiten;7480
in etwas kramend suchen;5520
nutzlos vor sich hinarbeiten;6430
aus Zeitvertreib im Garten arbeiten;7480
sich kümmerlich durchs Leben schlagen;6430
schimpfen;6333
plötzlich laut und wütend losschimpfen;5360
sich (gegenseitig) beschimpfen;6333
streiten;6333
schimpfen (allgemeinstes und häufigstes Wort);6333
schreien;5560
aufbegehren gegen jemand;6440
dauernd schimpfen;6333
herumschreien;5560
jemanden heftig schimpfen;6333
schreien von Kindern;5560
Kinder schimpfen und tadeln;6333
Klappern von aneinanderschlagenden Blechdeckeln;7735
allein vor sich hin schimpfen;6333
lautes Schreien ohne Verständigungsabsicht;5560
schimpfen (in Redensart);6333
schimpfen;6333
sich (gegenseitig) beschimpfen;6333
Klappern von aneinanderschlagenden Blechdeckeln;7735
kernfaul, von Holz;7550
schreien;5560
weinen;6320
aus Schrecken oder Schmerz aufschreien;5560
streiten von Frauen;6333
lautes Schreien ohne Verständigungsabsicht;5560
sehr laut weinen;5340
sich (gegenseitig) beschimpfen;6333
allgemeines Wort für schreien;5560
schimpfen;6333
schreien von Kindern;5560
schreien (in Redensart);5560
aus Wut oder Zorn weinen;6320
Laute von sich geben: Katze;4020
hemmungslos und unerträglich brüllen;5360
Laute von sich geben: Vogel;4020
schimpfen (allgemeinstes und häufigstes Wort);6333
sich über größere Entfernungen etwas laut, aber verständlich zurufen;5560
streiten;6333
Weinen von Kindern;6320
Laute von sich geben: Schwein;4020
schrill schreien, weinen (in Redensart);6320
weinen aus körperlichem Schmerz;6320
Laute von sich geben: Huhn;4020
Weinen von Frauen;6320
jemanden anschreien;6333
dauernd schimpfen;6333
jemanden heftig schimpfen;6333
mühsam schnaufen;5330
Laute von sich geben: Kalb, Kuh;4020
Laute von sich geben: Katze (laut);4020
Laute von sich geben: Kauz;4020
Laute von sich geben: Krähe;4020
Laute von sich geben: Kuh;4020
Laute von sich geben: Spatz;4020
Laute von sich geben: Tiere (allgemein);4020
ausschimpfen;6333
bei großer Anstrengung stöhnen;5360
hemmungslos und unerträglich brüllen (in Redensart);5360
zurechtweisen, beschimpfen;6333
Hochatmen des Viehs, wenn es sich überfressen hat;7450
allgemeines Wort der jüngeren Leute für schreien;5560
allgemeines Wort der älteren Leute für schreien;5560
laut aufschreien;5560
tränenreich weinen;6320
vor Freude weinen;6310
weinen (verächtlich);6320
über einen anderen schimpfen;6333
lärmend, laut;5420
sehr laut weinen;5340
bei großer Anstrengung stöhnen;5360
bei großer Anstrengung stöhnen;5360
bei großer Anstrengung stöhnen;5360
Hochatmen des Viehs, wenn es sich überfressen hat;7450
Prasseln des Regens an die Scheibe;2200
bei großer Anstrengung stöhnen;5360
Hochatmen des Viehs, wenn es sich überfressen hat;7450
mühsam schnaufen;5330
bei großer Anstrengung stöhnen;5360
in etwas suchend kramen;5520
Hosenbeine hochkrempeln;5933
streiten;6333
nutzlose, alte Gegenstände zusammentragen;9320
schadhaft werden, entzweigehen, nicht mehr funktionieren von Maschinen oder Motoren;9130
quer zu etwas;1000
in keiner Ordnung (in Redensart);9320
ohne Zeilen einzuhalten;8400
ohne Zeilen einzuhalten;8400
durcheinander, von Haaren;5940
hin- und her, in alle Richtungen;9500
sich überschneiden (Weg);7810
überkreuzen;7810
quer zu etwas;9320
quer zu etwas;9320
gekreuzt;5530
überaus fröhlich;6280
überaus fröhlich;6310
bei weitem ausreichend;9400
ohne Zeilen einzuhalten;8400
ermüdet, erschöpft von Arbeit;5600
absonderlich (Charakter);6280
quer zu etwas;9320
gekreuzt;9220
überkreuzend (in Fügung);6333
überkreuzend (in Redensart);6333
durcheinander;9320
durcheinander, von Haaren;5940
hin- und her;5533
hin- und her, in alle Richtungen;9500
Wenn es bei Frost in den Ohrläppchen zu kribbeln anfängt.;5400
an den Fingern frieren;5450
stechender Schmerz bei Stoß auf den Musikantenknochen;6320
verrückt, wild, verliebt;6270
streiten;6333
nörgeln, etwas auszusetzen haben;7030
schimpfen;6333
streitlustig;6280
schöntun bei Höhergestelltem;6530
kriechen (in Redensart);6530
kriechen;5550
jemand, der schön tut bei Höhergestelltem;6116
"sich an einen bestimmten Ort begeben, in eine bestimmte Stelle hineinkriechen; sich verkriechen";9800
sich unterwürfig verhalten;9800
bekommen, erhalten;9315
Schläge erhalten, geschlagen werden;5521
bekommen, hervorbringen;9120
bekommen;1120
kriegen (in Redensart);5521
erhalten;7450
bekommen, abbekommen;9110
abbekommen;9130
erhalten, zugeteilt bekommen;9315
sich einen Holzsplitter einstechen;5700
bekommen, entwickeln;9120
von etwas befallen werden, erleiden;5700
kriegen (in Fügung);9315
bekommen, bewerkstelligen;9120
kriegen, bekommen;9315
Luft bekommen, atmen;5330
bekommen, erhalten (in Redensart);9315
gebären;5820
geraten (in Redensart);9120
in einen anderen Zustand geraten;9800
zu fassen bekommen;5521
Luft bekommen;5330
bekommen (in Fügung);9315
bekommen, erlangen;9315
erhalten (in Redensart);9315
erhalten, erwirtschaften, ernten;9400
bekommen, Eintreten eines Gewitters;2200
bestellen;6410
einen Faustschlag bekommen;5521
erhalten, verabreicht bekommen;9315
erleiden, sich zuziehen;5700
erwischen, ertappen;6421
erwischen, schlagen;5521
fangen (in Redensart);4000
genug bekommen;9315
geschlagen werden;5521
in etwas geraten;9315
kriegen;9800
verletzen;5700
von einer Krankheit befallen werden;9315
zurechtweisen, beschimpfen;6333
etwas, z. B. beim Schreiben, eng ansetzen;8400
Erdschollen nach dem Pflügen zerkleinern;7430
Erdschollen nach dem Pflügen zerkleinern;7430
eggen;7430
rundherum;9500
den Tabakrauch so ausatmen, dass sich Ringe formen;5921
bei großer Anstrengung stöhnen;5360
beginnende Verfeindung zwischen zwei Parteien;7030
Entstehen von Eisblumen am Fenster;9230
streitsüchtig;6280
schimpfen;6333
streiten;6333
ein Streitgespräch führen;6333
streiten aus geringfügigem Anlass;6333
schimpfen (allgemeinstes und häufigstes Wort);6333
ohne Zeilen einzuhalten, von schreiben;8400
sonderbar (Charakter);6280
streiten aus geringfügigem Anlass;6333
schimpfen;6333
besonders blau verfärbt (in Redensart);9231
ohne Zeilen einzuhalten, von schreiben;8400
ohne Zeilen einzuhalten, von schreiben;8400
ohne Zeilen einzuhalten, von schreiben;8400
einen Baum zum Fällen anzeichnen;7550
besonders gelb verfärbt (in Redensart);9231
ohne Zeilen einzuhalten, von schreiben;8400
sehr krumm, ohne die Zeilen zu halten beim Schreiben;8400
ächzen, stöhnen, klagen;6320
mit einem Kropf versehen;9220
ermüdet, erschöpft von Arbeit;5600
schief;5340
gramvoll verzogen;5510
krumm;9220
krumm (in Redensart);9220
ungerade von Zahlen;9320
krumm, schief;9220
gebogen;9220
krumm, schief (in Redensart);5510
mürrisch, beleidigt;6280
unrechtmäßig, unter Anwendung unerlaubter Mittel;6510
krank, verdorben;5700
unbeholfen, dumm;6250
krumm, schief;9220
misslingen;9130
fehlgeboren werden;5820
krummbeinig;5210
breitbeinig;5500
verübeln, mit Verärgerung oder gekränkt aufnehmen;6333
übel nehmen;6320
"nicht gerade; (asymmetrisch) von einer gewöhnlichen, typischen Ausprägung abweichend";9220
schwächlich;5210
in etwas kramend suchen;5520
in etwas kramend suchen;5520
in etwas kramend suchen;5520
rau, ausgetrocknet von Brot;5910
in etwas kramend suchen;5520
kriechen von Kleinkindern, die noch nicht fest auf den Beinen stehen;5830
Hochatmen des Viehs, wenn es sich überfressen hat;7450
bei großer Anstrengung stöhnen;5360
Laute von sich geben: Rabe;4020
sehr unschön singen;8720
Hochatmen des Viehs, wenn es sich überfressen hat;7450
bei großer Anstrengung stöhnen;5360
mühsam schnaufen;5330
Laute von sich geben: Kauz;4020
Laute von sich geben: Krähe;4020
Laute von sich geben: Krähe, Rabe;4020
Laute von sich geben: Vogel;4020
mit rauer Stimme sprechen;5360
schluchzen;6320
weinen;6320
weinen aus körperlichem Schmerz;6320
sehr unschön singend;8720
von kräftiger Statur;5210
kräftig;5210
kräftig von Statur;5210
stark, intensiv;9400
fest, mit Kraft;9400
stark;5210
Laute von sich geben: Haushahn;4020
schreien;5560
krähende Laute von sich geben (in Redensart);5360
Laute von sich geben: Vogel;4020
Laute von sich geben: Pferd;4020
Laute von sich geben: Krähe;4020
bei großer Anstrengung stöhnen;5360
schreien von Kindern;5560
Laute von sich geben: Fink;4200
Stimme der Henne beim Brüten;4240
Stimme des Hahns, Rufen des Hahns;4240
Laute von sich geben: Hausgeflügel;4020
Laute von sich geben: Huhn;4020
Laute von sich geben: Rabe;4020
hemmungslos und unerträglich brüllen;5360
Laute von sich geben: krankes Tier;4020
Stimme der Henne beim Futtersuchen;4240
Weinen von Kindern;6320
aus Schrecken oder Schmerz aufschreien;5560
aus Wut oder Zorn weinen;6320
lautes Schreien ohne Verständigungsabsicht;5560
schrill schreien, weinen (in Redensart);6320
sich über größere Entfernungen etwas laut, aber verständlich zurufen;5560
still, fast tränenlos weinen;6320
weinen;6320
schreien;5560
bei großer Anstrengung stöhnen;5360
aufbegehren gegen jemand;6440
einen Baum zum Fällen anzeichnen;7550
Krallenwetzen der Katze an Holz;4116
das Scharren der Henne beim Futtersuchen;4240
in etwas kramend suchen;5520
in etwas kramend suchen;5520
krank, Krämpfe habend;5700
im Wachstum zurückgeblieben;4113
krank sein;5700
picklig;5700
Hochatmen des Viehs, wenn es sich überfressen hat;7450
den Hals umdrehen, umbringen;5870
erwürgen;5870
das erste Mal nach der Ernte den Acker pflügen;7440
oberflächliches Pflügen nach der Ernte;7440
in eine gekrümmte Form bringen, ohne zu brechen;9220
weinen aus körperlichem Schmerz;6320
von Krankheit gebeugt, gekrümmt;5700
einer Kugel gleichend;9220
rollen, wälzen;9800
Herstellen einer Schneerolle zum Bau eines Schneemanns;7360
wie eine Kugel rollen;9800
ungeschickt auf der Wasseroberfläche aufkommen;7340
rund wie eine Kugel;9220
Pickel im Gesicht haben;5700
leberfleckig;5210
blöd, dumm;6200
Hautverfärbungen aufweisend;5220
abendliche Versorgung des Stallviehs;7450
stockdunkel;2100
großäugig blicken, stieren;5510
moorig;2700
unwohl, benommen;5700
brünstig (Kuh);4111
mit schönen großen Augen behaftet;5210
großäugig;5210
quälen;6320
jemanden plagen, quälen;6333
bei großer Anstrengung stöhnen;5360
heftiges Husten;5700
husten;5560
dumpfe, grollende oder glucksende Geräusche von sich geben vom Magen oder Gedärm;5340
rollen, wälzen;9800
dumpfe, grollende oder glucksende Geräusche von sich geben vom Magen oder Gedärm;5340
Herstellen einer Schneerolle zum Bau eines Schneemanns;7360
herumwälzen (einen schweren Gegenstand);9800
urbar machen;7430
Entwässerungsgraben ziehen;7900
Land erstmals aufbrechen, um es als Ackerboden zu nutzen;7430
Teile des Rains wegackern, um den nutzbaren Boden zu vergrößern;7430
anbauen;7440
das erste Mal nach der Ernte den Acker pflügen;7440
den Boden vor dem Säen bearbeiten;7430
junge Pflanzen ins Erdreich setzen;7480
Erdschollen nach dem Pflügen zerkleinern;7430
Wiesenland erstmalig pflügen;7430
oberflächliches Pflügen nach der Ernte;7440
Entwässerungsgraben ziehen;7900
aus Kummer weinen;6320
still, fast tränenlos weinen;6320
nicht gut schneidend;9230
ungeordnet;9320
durch Schneiden kürzen;9311
kurz geschnittener Schwanz eines Tieres;4010
mit einem Kropf versehen;9220
verkuppeln, Ehe vermitteln;7321
Dienstboten vermitteln;7400
eine Heirat vermitteln;7321
gesund, munter;5700
quälen;6320
beim Radfahren in die Pedale treten;7820
unsicher und deswegen im Wechsel sich in die eine oder andere Richtung neigend Rad fahren;7820
