bedeutung;sachgruppe
Mund mit großer, hängender Unterlippe;5210
Schuh mit einer Lederzunge...die den mittleren oberen Teil des Fußes bedeckt;5937
"aussetzen im Spiel, beim Tanz; passen";9311
müde, schlaff, lässig, ohne Energie;5600
nachlässig, unordentlich;6405
Passierschein;8300
sich von jemandem oder etwas trennen, jemanden oder etwas...weichen lassen;9311
etwas belassen, überlassen, zurücklassen;9800
von etwas ablassen, etwas unterlassen;9314
fade, ungewürzt (von Speisen);6440
veranlassen, bewirken;6420
ermöglichen, können;6430
Unachtsamkeit, Schlendrian;6550
nachlässig;6405
gezapft;5920
wie schd »LässigkeitLassig;6550
/beim Waldabholzen stehenbleibende Bäume zum Schutz für nachzufpflanzende/;7550
Traglast;7800
große Menge;9400
Mühsal, Plage, Sorge;6430
finanzielle Belastung;7600
beschwerlich;6430
ein (nicht näher bezeichneter Teil) des Heuwagens;7403
verwerfliches Verhalten, schlimme Angewohnheit, Untugend;6520
lasterhafte, bösartige Person, insbes. Frau;6112
(W) große Person;5121
große Menge;9400
Lastkraftwagen;7820
wie schd »lasterhaft;6510
sehr;9400
wer Schlechtes über andere redet;6530
lästerlich, spöttisch reden, schimpfen;6530
Steine, die boshafte Frauen um den Hals durch das Dorf tragen mußten;8300
wie schd »Lästerung;6530
wer Schlechtes über andere redet;6530
Lastpferd;7800
unangenehm, unbequem;6320
Schuh mit Gummisohle;5937
wie schd »Lastträger;7800
Lastkraftwagen;7820
wie schd »Latein;8400
wer die lateinische Sprache gelernt hat, Schüler einer Lateinschule;8400
wie schd »lateinisch;8400
betrunken;5925
wie schd »Lateinschule;8400
Besucher einer Lateinschule;8400
tragbare Leuchte, deren...Kerzenflamme durch ein Glasgehäuse geschützt ist;7760
Straßenbeleuchtung;7760
(RA) Kopf;5200
großer weißer Fleck am Kopf des Pferdes;4112
altes, baufälliges Haus;7710
abgenagtes Gerippe vom Geflügel;5910
Fachausdruck beim Kegelspiel;7340
Samenkopf des Löwenzahns;3500
Löwenzahn (Taraxacum officinale);3500
Nachtschatten (Solanum nigrum);3900
Haken am Wagen zum Aufhängen einer Laterne;7403
Öllicht;7760
wie schd »Laternenpfahl;7760
wie schd »Laternenpfosten;7760
Kopf;5200
Abort;7720
Wasserlache, Pfütze;2600
tiefe Stelle im Bach, Wasserloch;2600
kleiner Teich innerhalb des Ortes, in dem sich Enten und Gänse tummeln;2600
Kappe;5936
überaus großer Mensch;5121
im Wasser plätschern, Wasser verplätschern;5520
auftauen (von gefrorenem Boden);2700
auftauen, weich werden (von gefrorenem Boden);2700
mit Flüssigkeiten plätschern, spritzen;5520
schwerfällig, nachlässig, schleppend gehen;5530
ohrfeigen;5521
(abschätzig) (große) Füße;5210
Pantoffeln;5937
Schuhe ohne Kappe und Absatz, Sandalen;5937
ungeschickter, nachlässiger Mensch;6114
Feigling;6110
Schlitz, Klappe der Männerhose vorn;5933
Klappe der Knabenhose hinten;5933
künstliche Haarwellen;5940
Holzschuh;5937
Hose mit Vorder- oder Hinterklappe;5933
nachlässig, träge;6405
weich, matschig (bes. von aufgetautem Boden);9230
fade, ungewürzt;5440
Zwetschgen-, Pflaumenmus;5911
großer, meist kupferner Kessel zum Kochen der Latwerge;7735
langes, kantiges, schmales Stück Holz;7520
Werkzeug zum Ausrichten, Anreißen...Messen bei Maurer, Schreiner, Zimmermann;7500
Gewehr, Seitengewehr, Säbel;8500
urspr. Latte, auf der durch Kerben oder Striche Schulden notiert wurden;7600
lange hagere Person;5124
mit Latten beschlagen;7520
Tabakblätter an Lattengerüsten aufschnüren;7490
mit Latten beschlagen;7520
Armbrust der Knaben;7360
Latten-, Bretterzaun;7520
Latten-, Bretterzaun;7520
das Leiterchen vorn am Heuwagen;7403
Armbrust der Knaben;7360
Lattenzaun;7520
Apfelkuchen mit aufgelegten Teigstreifen;7560
Nagel zum Befestigen von Zaun- u. Dachlatten;7530
Armbrust der Knaben;7360
Lattenzaun;7520
Lateinschüler (Schülerspr);8400
Armbrust der Knaben;7360
überaus große Person;5121
aus Latten gefertigtes Einfahrtstor;7720
Lattengestell vorn (und hinten) am Heuwagen;7403
Latten-, Bretterzaun;7520
Gartenzaun aus Latten, Brettern;7520
ein zu weiter, herabhängender Hosenboden;5932
Hosenboden;5932
die Salatpflanze Lactuca longifolia;3400
Stachel-Lattich (Lactuca scariola);3900
Huflattich (Tussilago farfara);3500
breitblätteriger Wegerich (Plantago maior);3500
Löwenzahn (Taraxacum officinale);3500
FlN;8140
Salat aus der Salatpflanze Lactuca longifolia;5911
dünne Stange;7520
Laterne;7760
Obstmus, das besonders aus Zwetschgen...durch...Einkochen gewonnen wird...;5911
Eimer zur Aufbewahrung von Latwerge;7735
Scheibe Brot, mit Latwerge bestrichen;5911
Gewürz, das der Latwerge zugesetzt wird;5920
größerer irdener oder steinerner Topf zur Aufbewahrung von Latwerge;7735
großer, meist kupferner Kessel zum Kochen der Latwerge;7735
das Einkochen der Latwerge;7740
Kuchen mit Latwergebelag;5911
fiktive Leiter, mit der...die Latwerge aus dem Kessel geholt werden soll;7220
/Latwergerührlöffel mit langem Stiel und meist durchlöcherter Rührfläche/;7736
/Latwergerührlöffel mit langem Stiel und meist durchlöcherter Rührfläche/;7736
Obstmus...besonders aus Zwetschgen...durch langes Einkochen gewonnen...;5911
mit Latwerge bestrichene Brotscheibe;5911
Schüssel, in der man Latwerge aufträgt;7735
fiktive Stiefel, die man angeblich zum Latwergekesselleeren benötigt;7220
Scheibe Brot, mit Latwerge bestrichen;5911
Neckn;8150
Klappe der Männerhose vorn;8150
Schlitz an der Männerhose vorn;5933
Klappe der Knabenhose hinten;5935
Einsatz am Brustteil von Kleidungsstücken;5932
herabhängender Teil von Kleidungsstücken;5932
vor die Brust gebundenes Tuch bei Kleinkindern zum Schutze der Kleidung...;5830
saugen (von Kleinkindern oder Jungtieren);5830
sich an Speise und Trank gütlich tun, sich sattessen;5910
sich erfreuen;6310
ohrfeigen, verprügeln;5521
große Nase des Weintrinkers;5210
ungeschickt;5230
Klappe der Knabenhose hinten;5935
Leibgericht;5911
Hosen mit Vorder- oder Gesäßklappe;5933
Unterhose aus (weißem) Leinenstoff...mit abknöpfbarer Gesäßklappe...;5935
Schürze mit Einsatz am Brustteil;5932
Innentasche der Männerjacke;5933
lauwarm, mild;2400
Blattwerk von Bäumen, Weinstöcken, Sträuchern;3010
Galläpfel an Eichenblättern;3500
FlN (Bachname);8140
wie schd »Laubbaum;3100
Blatt eines Laubbaumes;3100
FlN;8140
belaubtes Astwerk der Bäume zum Schutze von Anpflanzungen;7550
Weinlaube, Haltegerüst...für Weinstöcke im alten Kammertwingert;7470
Weinbergmaß;9360
Arkadengang an Bürgerhäusern Kaiserslauterns mit hölzernen Pfeilern...;7720
Laube, Gartenlaube;7710
Erlaubnis;8300
Laub abwerfen;3020
überschüssiges Laub von den Weinstöcken entfernen;7470
Laub im Wald sammeln;7550
träger, langsamer Arbeiter;7500
Ort im Kr. KL;8130
FlN;8140
wie schd »Laubfrosch;4400
Neckn;8150
FlN;8140
Leiterchen vorn und hinten am Heuwagen;7403
wie schd »Laubholz;3100
Leiterchen vorn und hinten am Heuwagen;7403
großer Korb mit zwei Griffen für Streu, Häcksel;7450
Peronospora;7470
Laubfrosch;4400
Blattläuse;4700
Leiterchen vorn und hinten am Heuwagen;7403
Mist aus Laubstreu;7450
Eichhörnchennest;4120
/(RA) von dem Anrecht auf etwas/;8300
Herbst;2500
Sack zum Laubholen im Wald;7550
wie schd »Laubsäge;7520
Leiterchen vorn und hinten am Heuwagen;7403
Leiterchen vorn und hinten am Heuwagen;7403
öffentlich bekanntgemachter Tag, an dem Laub im Wald geholt werden darf;7550
Tuch zum Einbinden und Heimtragen von gesammeltem Laub;7550
Leiterchen vorn und hinten am Heuwagen;7403
wie schd »Laubwald;3110
Zweig mit Blättern;3010
Porree (Allium porrum);3400
Schnittlauch (Allium Schoenoprasum);3700
ohrfeigen;5521
Kuchen mit Zwiebelauflage;5911
aus Porree (Allium porrum) zubereiteter Salat;5911
Samen von Porree (Allium porrum);3400
Porree (Allium porrum);3400
eine Abgabe;8220
Hinterhalt;9316
Spitzbube, hinterlistiger Mensch;6540
Wein, der aus den mit Wasser eingeweichten Preßrückständen...gewonnen wird;7470
FlN;8140
FlN;8140
Tresterwein, schlechter Wein;7470
Tresterwein, schlechter Wein;7470
FlN;8140
zum Lauschen geneigt;5420
angestrengt (heimlich) beobachten, auf eine günstige Gelegenheit warten;5410
beim Kartenspiel zusehen;7380
lauschen, belauschen;5420
FlN;8140
FlN;8140
(beschleunigtes) Gehen, Laufen;5533
gewohnheitsmäßiger Weg, freier Auslauf;9800
der Lauf des Wassers oder der Lauf von Flüssigkeiten;2600
festgelegter Ablauf, Verlauf;9800
(W) in der Reimpaarwendung Kauf und Lauf;7600
Bein (meist von Wild und Hund...);4010
Kufe des Schlittens;7820
Schaukelkufen der Kinderwiege;5830
Rohr einer Schußwaffe;8500
enge Felsspalte;2800
Durchfall, Diarrhöe;5700
Mensch, der immer rastlos umherläuft, Mensch, der keine Ruhe hat;5530
(sch) Mitglied des Pfälzerwaldvereins;7010
(sch) Pfälzerwaldverein;7010
Bahn zum Wettlaufen;7340
Teil der Fegemühle für Getreide;7580
Brunnen, aus dem das Wasser läuft;7900
Laufbursche;7600
wie schd »Laufbursche;7600
Laufbrett am Baugerüst;7510
die grüne Schale der Walnuß;3120
(RA) alte Kleidung;5932
junges Schwein;4113
Nüsse aus der grünen Schale lösen;5520
sich in schnellerem Tempo auf den Füßen fortbewegen (von Menschen und Tieren);5533
gehen, umhergehen;5530
sich in einen Zustand begeben;9313
tropfen, fließen, ausfließen, zerfließen;9800
sich rollend, gleitend, schiebend fortbewegen;9800
in Betrieb sein, insbes. von Maschinen;7500
in bestimmter Weise vor sich gehen, ablaufen, verlaufen;9800
sich ausbreiten, in Erscheinung treten;9316
sich summieren;9400
gegenwärtig, jeweilig (in adjektivischem Gebrauch);9600
(W) der aktuelle Stand (in substantivischem Gebrauch);9200
vieles, unnötiges Umherlaufen;5530
Mensch, der (viel, gut) läuft;5530
Laufbursche;7600
eine Schachfigur;7390
Pferd, das gut läuft;4112
herumziehender Handwerksbursche;7500
Herumtreiber, Stromer;6126
halbwüchsiges, dem Ferkelstadium entwachsenes Schwein;4113
verschnittenes Schwein;4113
Schaukelkufen der Wiege;5830
oberer beweglicher Stein des Mahlgangs der Mühle;7580
Zwischengrenzstein;8221
der untere, in der Furche laufende Pflugbalken;7404
beweglicher eiserner Sperrkeil an der Kelterspindel;7470
Bein des Hundes;4117
(meist) länglicher Teppich;7730
eine Art Tischdecke;7770
unnötiges, lästiges Hin- und Herlaufen;5530
flüssig;9230
halbwüchsiges, dem Ferkelstadium entwachsenes Schwein;4113
sich schnell ausbreitendes Feuer;9230
/Teil des aufgemauerten Kessels, wo das Feuer zum Kamin hin läuft/;7750
Baugerüst;7510
Pferdegeschirr zum Auslaufen, Rennen;7403
militärischer Schutzgraben;8500
Hochzeit, bei der man zu Fuß feierlich zur Kirche zieht;7321
weich, flüssig;9230
brünstig (von Hündin und Katze);4110
brünstig (von der Kuh);4111
brünstig (vom Schwein);4113
brünstig (vom Hasen);4130
mannstoll (von Frauen);5350
mannstoll;5350
halbwüchsiges, dem Ferkelstadium entwachsenes Schwein;4113
halbwüchsiges, dem Ferkelstadium entwachsenes Schwein;4113
Mädchen, das Botengänge verrichtet;7600
Rufname;7110
brünstig von Hündin und Katze;4110
/(RA) schroffe Aufforderung zum Fortgehen/;9311
Armbrust der Knaben;7360
Auslaufplatz für das Fohlen;7450
Laufbrett am Baugerüst;7510
Riemen, womit man das Joch an die Deichsel bindet;7403
/Riemen vom Kummet des starken zum Zugscheit des schwächeren Pferdes/;7403
Eisenschiene, auf der der Schemel des Vorderwagens beim Einlenken läuft;7403
wie schd (aus der Sprache des Militärs) »Laufschritt;8500
Laufstall für Kinder;5830
bewegliches Gestell, in dem kleine Kinder das Laufen lernen sollen;5830
Durchfall, Diarrhöe;5700
Brunstzeit;4100
/(RA) schroffe Aufforderung zum Fortgehen/;9311
/Riemen vom Kummet des starken zum Zugscheit des schwächeren Pferdes/;7403
Waschlauge aus kochendem Wasser und Holzasche, früher beim Bauchen verwendet;7770
Heilbad unter Zusatz von Holzasche, bei Blutvergiftung angewendet;5700
Lauge, in die die Brezeln vor dem Backen kommen;7560
Salzbrühe zum Einpökeln;7565
mit Waschlauge aus kochendem Wasser und Holzasche reinigen;7770
fades, schlechtes Getränk, bes. von Kaffee oder Wein;5920
Kernseife;5940
lauwarm;2400
lauwarm;2400
weder so noch so;9200
lauwarm;2400
wie schd »Laune;6300
Mensch, der schwer an seine Berufgeschäfte geht;6114
launischer, eigenartiger Mensch;6110
launischer, eigenartiger Mensch;6110
launenhaft;6280
Horcher;5420
die Kopflaus;4700
Wanze;4700
andere, auf Tieren oder Menschen lebende Parasiten;4700
Pflanzenschädlinge;4700
(sch) Haarscheitel;5940
(abschätzig) Nacken, Genick;5200
frecher Bursche;6126
freches Mädchen;6136
/abgesondert stehende Schulbank für unreinliche oder faule Kinder/;8400
vorwitziger, kecker, frecher Junge;5840
Bubenstreich;7360
verschmitztes, freches Gesicht;5210
Sammelbegriff für Kinder;5841
wie schd »Lausbubenstreich;7360
angestrengt (heimlich) zuhören;5420
zart, geschmeidig (von Tabakblättern);7490
(abschätzig) Kappe;5936
vorwitziges, freches Mädchen;6136
"die Pflanzen ""Knautia"" und ""Scabiosa""";3500
(sch) FlN;8140
(sch) Halskaute;5200
verlauste, verkommene Person;6114
die Pflanze Pedicularis palustris bzw. sylvatica;3500
Nieswurz;3500
ein Unkraut im Wingert;3900
Läuse entfernen;5940
jemanden grob zurechtweisen, mit Schlägen zur Vernunft bringen;6333
Klicker beim Spiel abgewinnen;7370
übertölpeln, hereinlegen;6540
lausige Angelegenheit;9240
vorwitziger, kecker frecher Junge;5840
Löwenzahn;3500
(sch) Kamm;5940
Mädchen, das Läuse hat;6134
Mensch mit verfilztem, verlaustem Haar;5120
struppige, verfilzte Frisur, in der die Läuse zwicken;5940
(abschätzig) Nacken, Genick;5200
(verlauster) Kopf;5200
(verlauster) Kopf;5200
verlauster, schlechter Mensch (Schimpfw);6111
niederträchtiger Mensch (Schimpfw);6112
mit Läusen behaftet;4700
vorlaut, frech, niederträchtig;6510
minderwertig (von Dingen und Sachverhalten);9330
armselig, schlecht;9240
heikel, schwierig, zweifelhaft;9240
frecher, durchtriebener Junge (Mädchen), auch Schimpfw;5840
das Fangen von läusen;5940
Mistkäfer (Geotrupes);4700
Kamm mit engem Zahnabstand zum Auskämmen von Läusen;5940
verlauster Kopf;5210
(sch)(abschätzig) Kopf;5200
hinterer Teil des Kopfes;5200
verlauster Mensch (Schimpfw);6114
frecher, widerwärtiger Mensch, auch Schimpfw;6112
vorwitziger, kecker, frecher Junge;5840
geiziger, kleinlicher Mensch (Schimpfw);6112
Daumen, Zeigefinger;5200
Neckn;8150
Taugenichts;6124
Zaunkönig;4210
Kopf mit struppigem, verlaustem Haar;5210
verlauster, widerwärtiger Mensch (Schimpfw);6111
einen Kopf mit struppigem, verlaustem Haar habend;5210
kleines, munteres, freches Mädchen;5840
widerwärtiger Mensch (Schimpfw);6112
kleines, munteres, freches Mädchen;5840
Kamm mit engem Zahnabstand zum Auskämmen von Läusen;5940
frecher Bub;5840
ungepflegtes, langgewachsenes Kopfhaar;5210
Haarscheitel;5940
(sch) verlauster Kopf;5210
Kamm mit engem Zahnabstand zum Auskämmen von Läusen;5940
(sch) Kamm;5940
Salbe gegen Läuse;5940
FlN;8140
FlN;8140
verlauster Kopf;5210
FlN;8140
auf der Hut sein, aufpassen, etwas überwachen;6550
wählerisch im Essen sein;5910
Tabak sortieren;7490
FlN;8140
FlN;8140
FlN;8140
(sch) Kopf;5200
Kamm mit engem Zahnabstand zum Auskämmen von Läusen;5940
(sch) Kamm;5940
(sch) Kamm;5940
Schulpflegerin, die verlauste Kinder versorgt;8240
vorwitziger Mensch, wer heimlich lauscht;6118
wer bei einer Gerichtsverhandlung zuhört, ob alles richtig zugeht;8300
vorwitzige Frau;6138
angestrengt (heimlich) hinhören, lauschen;5420
beim Kartenspiel zusehen;7380
Ohren;5200
wilder Bube;5840
Haarscheitel;5940
kurze Lautäußerung (vom Menschen);5560
/(W) Laut geben = bellen (Jägerspr)/;4117
weithin hörbar, mit kräftigem Klang;5420
(RA) vernehmbar, bekannt werden;7200
stark schmeckend, riechend;5400
tönen, sich in bestimmter Weise anhören;5420
mit einer Glocke läuten;5420
(BR) vom Gesang der Wachtel, in der BR;4230
klar, von heller Farbe;9231
unbefruchtet (vom Hühnerei);7450
nur, nichts als, ausschließlich;9400
FlN;8140
erster dünner Abzug beim Branntweinbrennen;7470
ON (im Tanzlied);8130
Ort im Kr. KU;8130
aus Lautern kommend, zu Lautern gehörig;8160
Einwohner von Kaislt;8160
aus Lautern kommend, zu Lautern gehörig;8160
Einwohner von Kaislt;8160
Neckn;8150
Handwerksbursche;7500
nur, nichts als, lediglich;9400
nur, nichts als, lediglich;9400
/Spukgestalt, bestraft die am Dreifaltigkeitssonntag Arbeitenden/;7350
im Volksmund gebräuchlicher Name für die Stadt Kaiserslautern;8130
wie schd »läutern;9230
Ort im Kr. PS;8130
Ort im Kr. KB;8130
die Quelle der Lauter;8140
(sch) Kaiserslauterer Bier;5920
wie schd »Lautsprecher;7500
das Läuten einer Glocke;5420
Ort im Kr. IB;8130
wie schd »lauwarm;2400
eine Art Krawatte aus meist schwarzem Tuch, als Schleife gebunden...;5933
FlN;8140
Neckn;8150
wie schd »Lavendel;3800
Thymian;3700
sich mit vielerlei zu schaffen machen;6420
"Schüssel aus Porzellan...früher zum Waschen verwendet...;Waschschüssel";5940
Waschkrug;5940
Schimpfw;6111
geschwätzige Frau (auch Schimpfw);6135
schwatzen;7210
Unannehmlichkeiten;6320
"wüster Mensch; Mann, der sich ungebührlich benimmt";6112
dummer Kerl;6127
schlaff, nachlässig;6405
Rizinusbohne;5700
abführen, Durchfall haben;5700
Schlafrock;5932
Abführmittel;5700
wie schd »Lazarett;5700
Landstreicher, Strolch, arbeitsscheuer Mensch (auch Schimpfw);6115
wandernder Handwerksbursche;7500
biblische Gestalt;8820
bedauernswerter, armer, kranker Mensch;7010
männlicher Vorname;7110
Landstreicher, Strolch, arbeitsscheuer Mensch (auch Schimpfw);6115
/(W) von einer überaus langen Person/;5121
Lockruf für kleine Gänse;7451
Lockruf für Enten;7451
am Leben, lebendig sein;5800
von der Lebensdauer;5800
/in Glückwunschformeln und Hochrufen/;7351
Grußformeln;7351
von der Art und Weise der Lebensführung;5500
sich ernähren;5910
seinen Lebensunterhalt bestreiten;5900
in einem bestimmten Verhältnis leben;7010
(W) Part. Präs.;5800
