lemma,bedeutung,sachgruppe
Vorderachse,Vorderachse des Leiterwagens,7403
Mordskerl,"Mann, der besonders kräftig aussieht",5141
Sumpfstelle,nasse Stelle auf dem Feld,2700
arten,"wachsen, gedeihen",9120
gespreizt,"eingebildet, hochmütig",6280
Gelusterstückel,kleine Portion einer Speise zur Anregung des Appetits oder als Kostprobe,5440
Zwicker-Bussel,Kneifen in die Wange,5520
sagen,"erzählen, berichten",7200
Papierstreifen,"bunter Papierstreifen, mit dem man den Kirchweihbaum schmückt",7311
Ackereule,Frau (pejor),6111
totmachen,jemanden töten,5870
Zapf,"Knabe, der besonders klein und mager ist",5142
Ausschlag,Pickel im Gesicht,5210
aufreißen,den Ackerrain beseitigen,7430
Birnbaum,Birnbaum (in Redensart),3120
einendeln,"ein Knopfloch mit Stichen versehen, damit es nicht ausfranst",7545
einrissig,pedantisch Wert auf jedes einzelne Wort legend,6260
kriegen,kriegen (in Redensart),5521
Bau,Ameisenhaufen,4700
heißen,ausschimpfen,6333
"gehen lassen, sich",heftig weinen,6320
Ratschbase,klatschsüchtige Frau,6135
angeben,"angeben, sich rühmen",6280
Strohwisch-Aufstecken,das Anbringen eines Verbotszeichens für den Schäfer,7450
Ährengäbelein,Getreidegabel,7402
Bauernmagd,Mädchen vom Land,8110
herschneckeln,mit ganz kleinen Schritten gehen,5530
weifen,sich lautstark mit mehreren Personen unterhalten,5560
kultivieren,"Teile des Rains wegackern, um den nutzbaren Boden zu vergrößern",7430
Schnelling,Geschwindigkeit,9230
Schneeräumer,hölzerner Schneepflug,7800
Backschüsselein,"kleines Heuhäufchen, das bei drohendem Regen zusammengeschoben wird",7430
Schlaraffe,"Kind, das die Mitschüler zum Lachen zu bringen versucht",8400
Turmel,"kleines, mageres Mädchen",5164
Haarzieher,"Ziehen, Reißen an den Haaren",5521
gründlich,"genau, sorgfältig",9400
Essentraget,Gefäß für Essen auf dem Feld,7735
Maulaffe,"Kind, das die Mitschüler zum Lachen zu bringen versucht",8400
Säuhachse,Fuß des Schweins,4113
Männlein,Ehemann (verächtlich),0
Stoppelhopser,ein dicker und sehr kleiner Mann,5142
oben,oben gelegen,9500
Birnbaum,Familienname,7110
Steffelein,"ein langsamer, unbeholfener, ewig unentschlossener Mensch",5120
Anzug,Anzug der Männer für bessere Gelegenheiten,5933
Straßenfeger,Straßenkehrer (in Redensart),7810
zum Fressen gern,sehr gern (in Redensart),1100
Dreckschieber,Täubling,3510
allbot,"ständig, regelmäßig wiederkehrend",9600
hinansturen,längere Zeit starr vor sich hinblicken,5410
was,eine Sache,1130
Anderling,Kuh nach dem ersten Kalben,4111
Rauchfrost,Raureif,2200
Mauswiesel,Wiesel,4130
Genack,Nacken des Menschen,5200
Balg1,"dicker Bauch, Körper beim Menschen",5210
Luckelein,Hühnerküken,4240
zornig,"beleidigt, verärgert",6320
Schlingel,Anrede unter Verliebten,6332
beischlagen,beim Zurückpflügen die Erde auf die der Hinfurche ackern,7430
kratzbuckeln,schöntun bei Höhergestelltem,6530
Schwitzfleck,nasse Stelle auf dem Feld,2700
Zankerei,heftiger Wortwechsel,6333
Happer,"""ungeschickter Mensch, schnell undeutlich sprechender Mensch""",5230
Waldfuhre,Waldpfad,7810
Gerappel,Klappern von aneinanderschlagenden Blechdeckeln,7735
Kupferater,Kreuzotter Vipera berus,4400
Affendreher,Mensch mit schwarzer Hautfarbe (pejor),7012
Rübenwagen,"Wagenaufsatz mit Bordwänden, Bretterwagen",7403
Schnauferlein,"jemand, der schwer atmet",5330
beschreien,jemand anderem etwas anwünschen,6333
Speckbauch,hervortretender Bauch von kleinen Kindern,5210
durchbrennen,sich ohne Abschied entfernen,5532
Sütian,"jemand, der sich ungebührlich benimmt",6116
abbrechen,zerreißen,9130
Schnorres,Schnurrbart,5940
herausrücken,etwas hergeben,9311
anlernen,"jemanden zu etwas verleiten, jemanden zu etwas anstiften",6460
Teerpflaster,"Pflaster, das die Durchblutung anregt und dadurch zusammenziehend wirkt",5700
wegrichten,jemandem Geld aus der Tasche ziehen,6540
Schlag,Herzinfarkt,5700
Krawallschachtel,Schimpfwort für die Musikbox,8700
Kaffeetrinken,Zwischenmahlzeit,5910
teelen,Tee trinken,5920
gallieren,sich (gegenseitig) beschimpfen,6333
Bock1,störrisches Pferd,4112
Steckpatake,Saatkartoffel,3400
Gehr,weiblicher Vorname,7110
stuttern,nutzlos vor sich hinarbeiten,6430
übersehen,ein Problem rasch erfassen,6210
abknutschen,jemand umarmen,6332
pfuschen,"unsorgfältig pflügen, so dass Streifen ungepflügt bleiben",7430
Gäulsblume,Löwenzahn,3500
Tränke,"Vorrichtung, aus der das Vieh säuft; Ort, Stelle, an die das Vieh zum Saufen geführt wurde",7450
Deutsche,Unterart der Honigbiene,7460
weich,"weich, empfindsam",6280
Gelump,"Uhr, die oft stehen bleibt",7500
Bauholz,Bauholz (in Redensart),7550
schnapps,schnell,1140
herabhängen,"ungekämmt hinunter, ins Gesicht hängen",5940
Göckel,Ehebrecher,6126
hereinrumpeln,eilig ins Zimmer kommen,5570
Gejodel,"schlechte Musik von einem Blasinstrument, z. B. einer Flöte",8730
Schnaufer,Freiplatz beim Fangenspiel,7360
Knirps,ein dicker und dabei sehr kleiner Bub,5171
Schnute,Mund (in Redensart),5210
Bretterverschlag,"Verschlag, in dem die Hühner untergebracht waren",4240
Hängesack,Leinentuch zum Transport,7800
herunterfallen,"nadeln, Nadeln abwerfen",3110
knurren,"dumpfe, grollende oder glucksende Geräusche von sich geben vom Magen oder Gedärm",5340
Margrete,weiblicher Vorname,7120
verlottert,"unschön, unvorteilhaft, nachlässig",9240
abrempeln,"jemand zurechtweisen, beschimpfen",6333
Schwammer,Pilz,3510
hereinschmecken,"ankommen, hereinkommen",5531
Gangstergesicht,"Gesicht eines Menschen, den man für einen Verbrecher hält",5210
Bläkerei,Kindergeschrei,5560
Blunzerer,ein dicker und sehr kleiner Mann,5142
Profitmichel,"Person, die gerne mittrinkt, wenn andere bezahlen, die aber sehr lange vor einem Glas sitzt, wenn sie selbst bezahlt",5920
seifen,jemanden mit Schnee einreiben,7360
kritzekrumm,"ohne Zeilen einzuhalten, von schreiben",8400
Streifentee,Tee aus Ampfer,5920
Hundsbein,Esche,3110
Hübner,Familienname,7110
öffnen,"bewirken, dass etwas offen ist",9311
flach,"flach, nicht tief",9213
anmünzen,"etwas aufbereiten, dass es für eine bestimmte Person, einen bestimmten Zweck passt",6450
Krümeleinskuchen,flacher Streuselkuchen,5911
Zipfelein,keilförmig zulaufendes Ackerstück,7420
Hasengokerer,Kaninchenzüchter,4120
weiß Gott,Bekräftigung der Wahrheit (in Interjektion),6530
verwichsen,"schlagen, prügeln",5521
Pfarrkorn,Abgabe von Naturalien (Getreide) der Bauern an den Pfarrer,8220
Durchzug,rundes Verbindungsrohr zwischen Ofen und Schornstein,7750
Zeug,"minderwertiges Fleisch, Flechsen",5910
das letzte Mal,letzthin,9600
Richtige,"Frau, mit der man eine Beziehung eingehen möchte",5350
Poltersack,grobschlächtiger Mann,5140
wegfahren,"durch Fahren (stark) beanspruchen, verschleißen, abnutzen",9130
bägen,weinen aus körperlichem Schmerz,6320
Häkelspitz(e),"dornartiges, spitzes Metallstück am unteren Ende eines Spazierstocks",7501
Ende,Abschluss (in Redensart),9314
schlackohrig,weit abstehende Ohren habend,5210
Knallpatsch(e),klatschsüchtige Frau,6135
Wasser,Gewässer (in Redensart),2600
abporträten,"porträtieren, von jemandem ein gemaltes Bildnis/ein Foto anfertigen",7595
Truhwagen,Wagen,7403
Prügelsau,"Spielführer in einem Wurfspiel, bei dem man ein Holz auf einen Stab warf",7360
Wohldiener,"Schulkind, das dem Lehrer immer alles verrät",8400
außer,außerhalb,9500
herumgankeln,unsicher und deswegen im Wechsel sich in die eine oder andere Richtung neigend Rad fahren,7820
Farre,kastrierter Ziegenbock,4115
Gieker,Mann (pejor): untreu,6126
häufeln,Heuhäufchen bei drohendem Regen zusammenschieben,7430
Küppel,erhöhter Streifen zwischen zwei Fahrspuren im Feldweg,7810
darum,deshalb,9700
Butzelkühlein,Kiefernzapfen,3110
Tee,"Kräuterblätter, Früchte, Blüten für einen Absud, ein Aufgußgetränk",5920
Aborthäuslein,Klosett,7720
Schneegans,"Mädchen, Frau (pejor)",6131
Weibsbild,verträumte Frau,6130
runzelig,mit Falten überzogen,5210
Zwetschge,Zwetschge,3120
herausbrüllen,aus Schrecken oder Schmerz aufschreien,5560
Papplerin,Wortführerin in einer Gruppe von Frauen,6135
Theater,"Theaterspielen, Auftritt",8600
Treiber,männlicher Fisch,4300
seinen Bockschädel haben,"sich stur, trotzig verhalten",6260
Wasserschnalze,"dünne, wässrige Suppe",5911
Tretlimousine,Fahrrad (spöttisch),7820
Wurf,"Längsstreifen des Ackers, den der Sämann in einem Gang besät",7440
Tagblatt,klatschsüchtige Frau,6135
Windhund,"Person, die viel redet und es dabei mit der Wahrheit nicht so genau nimmt",6110
Streithenkel,Urheber eines Streits,7030
Äscher1,Aschenbecher,5921
Fresse,Grimasse,5510
Seichkäthel,Frau (pejor),6130
Lappen,"Ohr, Ohr des Schweins",4113
ausputzen,Gemüse putzen,7740
verplätscht,angeschlagen (Obst),7740
Knorzen,"alleinstehender, von Wind und Wetter angegriffener Baum",3100
Unfug,vergnügliche Zusammenkunft,7300
Gartenarbeit,"Arbeit, im Garten",7480
pumpen,leihen,7600
Kragen,der den Brustausschnitt der Herrenjacke umrahmende Aufschlag,5933
goldig,"aus Gold, goldfarben (in Redensart)",7530
Schlehlein,Schlehenstrauch,3210
Bulheller,Familienname,7110
Schuhbürste,Schuhbürste,7736
pfluderen,(Speichel ausstoßend) undeutlich sprechen,5340
Schlechtmacher,Denunziant,6500
Arbeit,"Mühe, Plage, Anstrengung",6430
barkopfet,"barhäuptig, ohne Kopfbedeckung",5936
Fickelbogen,Geigenbogen,8730
gackern,gackern (in Redensart),5360
Katzenficker,stumpfes Messer (pejor),7736
derwischen,treffen (in Redensart),6420
Ränzelein,erhöhter Streifen zwischen zwei Fahrspuren im Feldweg,7810
Zeck(e),"Spinnentier, das sich an Menschen oder Tiere hängt und Blut aussaugt",4700
Krüppelein,"kleines, mageres Mädchen",5164
eigenartig,sonderbar (Charakter),6280
Dreschmaschine,volkstümliche Bezeichnung für die Dreschmaschine,7402
runternehmen,Klee vom Bock nehmen,7430
Getreidesiede,Getreidespreu,3340
Häher,gilt im Erhebungsort als Regenvogel,4210
Oberaugen,Augenwimpern,5410
rein,"sauber, aufgeräumt (in Redensart)",5910
hützelig,alt und runzelig,5210
abgebrannt,"bankrott, zahlungsunfähig",7600
fortgehen,"aufbrechen, weggehen",5532
Pratschel,"Mädchen, das besonders kräftig aussieht",5163
pfluderen,"unordentlich, nachlässig arbeiten",6550
sauer,"sauer, geronnen",7450
Knab,Familienname,7110
Mundwerk,Mund,5360
Kochlöffelrahme,Halterung für Kochlöffel,7740
Bock,Freiplatz beim Fangenspiel,7360
darauf,auf etwas (Richtung),9510
zusammenziehen,Geld aus der Tasche ziehen,6540
Langwellring,"Ring, der das hintere Fahrgestell des Leiterwagens mit der Langwiede verbindet",7403
Suppe,Mitbringsel vom Taufmahl,7322
Heribert,männlicher Vorname,7120
Steckerlein,Achsnagel des Leiterwagens,7403
Laterne,"Laterne, offene Lichtquelle, die in einem Gehäuse geschützt ist",7760
Metze,"Gefäß an der Wand, in dem man das Salz aufbewahrte",7735
Zizibe,"den Ruf nachahmend: Kohlmeise (Parus maior), Meisenvogel (allgemein)",4210
Troddel,"Quaste, am spitzen Ende einer Zipfelmütze",5936
Hoppe-die-Höhe,unebene Anhöhe,2800
Froschgrund,"Flur, Landschaft",8140
Lache,das durch Abtauen von Eis entstehende Wasser,9233
Wildsau,rücksichtsloser Mensch,6116
Steinfass,"kurzhalsiger Steinkrug, den man als Wetzsteinbehälter verwendet",7402
Bröcklein,"untersetzter, handfester Kerl",5142
löllen,weinen (verächtlich),6320
Armseele,"verstorbener Mensch, der dem Glauben nach im Fegefeuer auf Erlösung wartet",8820
hingockeln,mit Gel frisieren,5940
schlarpen,"unordentlich, nachlässig arbeiten",6550
schaffen,etwas essen können (ohne Appetit),5910
anrifflen,"jemanden anstoßen, anrempeln",5550
Jammerkasten,Schimpfwort für die Musikbox,8700
wann,wann,9600
abjucken,Hose abwetzen,5930
Latschkappe,klatschsüchtige Frau,6135
Fuchs,rundes Verbindungsrohr zwischen Ofen und Schornstein,7750
durcheinanderbringen,"wirr, kreuz und quer",9320
sirbeln,"still, fast tränenlos weinen",6320
Ofenplatte,Trockenstange für Wäsche,7770
Pfundskerl,"untersetzter, handfester Kerl",5142
Flaschenöffner,Flaschenöffner,5920
Dach,"Schirm, Regenschirm, Sonnenschirm",5932
versteinert,"hart, unnachgiebig",9230
Wasserwännlein,Warmwasserbehälter im Herd,7750
kuttern,schäkern von Verliebten,6332
herausquellen,davonfließen,9130
Säuweiher,Weiher in der Mitte des Ortes,2600
Mischgetränk,"Getränk, bei dem Weißwein und Mineralwasser gemischt werden",5920
aufführen,sich wild benehmen,6430
Arbeit,"Beschäftigung, Ausführen einer Auftrags o. Ä",7500
hinlegen,bezahlen,7600
Gangsteig,"Weg, der auf dem Rain entlangführt",7420
Schlenkerer,"Druck, der hinter einem Wurf (z. B. Steinwurf) sitzt",9230
Austräger,"Person, die Tratsch verbreitet",6110
Bocksauge,"Auge, das schielt",5210
Vordergestell,vorderes Fahrgestell des Leiterwagens,7403
besonders,"sehr, beträchtlich",9400
fuchsig1,"fuchsrot, rötlich braun",9231
ach,Ausruf des Erstaunens,1230
Äpfelspfannenküchelchen,"Apfelscheiben, in Teig gewendet und gebacken",5911
Birkenstrauß,Blumenstrauß,3800
Kirchenpöpelein,"Schreckgestalt, Kinderschreck",7350
ölen,"das Bier beim Trinken aus der Flasche ohne mehrmals zu schlucken ""hineinlaufen lassen""",5925
Grabeisen,Spaten zum Umgraben des Gartens,7402
flennen,weinen aus körperlichem Schmerz,6320
Riebelein,"in Wasser gekochte kleine Teigstückchen aus Mehl, Eiern und Milch",5911
können,sollen (höfliche Bitte),6420
Stand,"[für eine begrenzte Zeit] entsprechend her-, eingerichtete Stelle (z. B. mit einem Tisch), an der etwas [zum Verkauf] angeboten wird",7600
wurmen,das Scharren der Henne beim Futtersuchen,4240
Krawall,Durcheinander in der Küche nach dem Kochen,7740
Kuhlusche,Mensch (pejor ?),4111
führen,"durchführen, abhalten, in die Tat umsetzen",6420
Kniezündung,Antrieb mit dem man Fahrrad fährt (Spott),7820
Schänden,das Tadeln und Schimpfen von Kindern,6333
fläudern,gewaschene Wäsche in klarem Wasser ausspülen,7770
Taubenborler,Taubenzüchter,4240
gelegen,"in einem günstigen Augenblick [geschehend, eintretend]; zu jemandes Absichten passend",6450
Nase stopfen,"jemand zurechtweisen, beschimpfen",6333
Ruhige,nicht energische weibliche Person,6134
stutzen,durch Schneiden kürzen,9311
Erdbirnküchlein,"Kartoffelpuffer aus gekochten Kartoffeln, runde Form",5911
Rodehaue,Bezeichnung für den unteren Teil des Spatens,7505
Fliegenheichsel,Glatze (Spott),5210
arschglatt,"sehr glatt, sehr rutschig",2200
krähen,krähende Laute von sich geben (in Redensart),5360
Elektromotor,"Motor, mit dem man die Dreschmaschine antrieb",7501
Nudeldreher,Nudelholz,7740
keifen,schreien,5560
Arbeitsknecht,männlicher Bediensteter auf einem Bauernhof,7400
trauern,"still, fast tränenlos weinen",6320
Untern,Zwischenmahlzeit am Nachmittag,5910
Knoppelein,auf dem Waldboden liegendes Astholz,7550
Rugel,Stück Butter von 500 g,5910
Hundshitze,sehr große Hitze,2200
aufheben,heben (Hand zum Schwur),7700
defekt,"kaputt, entzwei, funktionsuntüchtig",9130
klarmachen,"offenlegen, darlegen",6421
Gewand,Kleidungsstück (Herrenjacke ?),5933
herumsausen,sehr schnell ohne bestimmtes Ziel laufen,5533
stumpfet,"abgenutzt, stumpf",9330
hinhauen,"gelingen, funktionieren",9120
Halbstockhut,auffallend hoher Hut,5936
Welt,"menschliche Gemeinschaft, Stadt, Umgebung",8100
abspülen,durch Spülen säubern,7780
herschenken,verschenken,9315
ausreißen,"fliehen, sich fluchtartig entfernen",5532
herunterschimpfen,schimpfen (in Redensart),6333
umlegen,Aufsatz des Leiterwagens entfernen,7403
Zähnblecker,"Mensch, der eine auffallende Zahnlücke hat",5120
Charley-tritt-mein-Sohn,Fahrrad (spöttisch),7820
Tennenpfette,"Balken, der in der Tenne auf der Mauer aufliegt",7410
zwicken,"etwas, z. B. beim Schreiben, eng ansetzen",8400
Transuse,"Schulkind, das sich auffallend von den anderen zurückzieht",8400
stehen,warten,5330
verdienen,verdienen,7620
Göcker,Haushahn (in Redensart),4240
Schirm,Frau (pejor),5160
derer,dieser (in Redensart),1130
scheißen,koten (in Redensart),5340
metzen,als Müller einen Anteil an Getreide als Bezahlung für das Mahlen einbehalten,7580
Wülfert,Familienname,7110
Sauseichet,Schweineurin (in Redensart),4113
hineinhacken,beim Haareschneiden Stufen verursachen,5940
Krickler,streitsüchtige Person,6112
unzufrieden,nicht befriedigt,6280
Frauenblatt,Duftblatt für das Gebetbuch,8820
Wichsbürste,Schuhbürste,7736
Brikett,Mensch mit schwarzer Hautfarbe (pejor),7012
Reitermann,Reiter,1000
Krauter,"alter, gebrechlicher Mann",5145
Traumtänzer,"Mensch, der oft wie in Gedanken oder im Traum ist",6110
Klöbelein,Holzpflock des Garbenbandes,7440
Bahnbeamter,"jemand, der bei der Bahn beschäftigt ist",7830
toppen,den Spielball aufspringen lassen,7340
Dietrich,"hakenähnliches gebogenes Werkzeug, mit dem sich einfache Schlösser öffnen lassen",7530
Dachskopf,Dummschwätzer,6110
Abnehmes,"am Kleinerwerden, am Abnehmen seiender Halbmond",2100
dieselbe,"gleich, identisch",9300
Gosche,Maul des Fisches,4300
Stock,senkrecht oder leicht schräg auf den Schlittenkufen stehende Strebe (Abbildung 7-10),7405
da,"hier, an diesem Ort",1140
Tauftaler,Mitbringsel vom Taufmahl,7322
vertun,"verschwenden, vergeuden",9330
Fotzenhut,"wohl weichliche, weinerliche männliche Person",6120
Schneepicker,"Gerät mit langem Stiel und geradem an der unteren Kante geschärftem Metallblatt, das auch zum Schneelockern und Beseitigen verwendet wird; wird im Handel als Stoßscharre oder Rindenschäler vertrieben",7530
Waagstängel,großes Ziehscheit das mit der Deichsel des Leiterwagens verbunden ist,7403
vertreten,wenn ein Zugtier sich mit dem Fuß im Geschirr verfängt,9312
Innerseite,Innenseite (eines Kleidungsstücks),5932
hineinhocken,"Veränderung am Becken der Kuh, als Anzeichen, dass die Kuh bald kalbt",4111
herumgiekeln,im Essen herumstochern,5910
Wäschezwickerlein,einfache Wäscheklammer,7770
tattren,stottern,5360
gaukeln,zaubern,8810
alteinet,"altmodisch, überlagert",9800
Verrückter,"Person, die wie von Sinnen ist",6116
ausdingen,etwas bei einem Handwerker bestellen,7600
anlaufen,durch die Schwellung von Körperteilen Anzeichen von Brünstigsein oder baldigen Kalbens geben,4111
Bröselein,"Knabe, der besonders kräftig aussieht",5143
verrunzelt,alt und runzelig,5210
abflöhen,"jemandem etwas abbetteln, abnötigen",6415
Racker,unartiges Kind,6116
anbändeln,mit jemandem eine Liebesbeziehung beginnen,6332
anfangen1,"machen, tun",6420
Poppelein,"Liebling, bevorzugter Schüler des Lehrers",7010
tappert,gebrechlich,5700
Korken,Flaschenkork,7735
uns,uns,1130
heimlich,verstohlen,6540
einwickeln,in Papier einwickeln,9315
hinaufschneckeln,frisieren,5940
herumbalgen,sich (überflüssigerweise) streiten,7030
anders,"alternativ, abweichend",9311
Lätsche,Mund (pejor),5200
kleines wenig,ein bisschen,9400
putzen,Großreinemachen halten,7780
Hasenlorbeerlein,Hasenkot,4130
Gatter,aus Stäben bestehendes Futtergestell fürs Vieh,7450
Linsenbeinlein,Musikantenknochen,5240
anführen,"ein Mädchen verführen, für ein Liebesverhältnis gewinnen",5350
zotteln,"Haare in Unordnung bringen, verstrubbeln",5940
"schneckeln, sich",sich locken (Haare),5210
Gespaßvogel,"Kind, das die Mitschüler zum Lachen zu bringen versucht",8400
Fegbesen,"Streuner, unsteter Mensch",6415
hineinmachen,"etwas, z. B. eine Bremse, durch eine schnelle, kräftige Armbewegung in Betrieb setzen",7820
Fettnapf,"Gefäß, in dem das Fett aufbewahrt wird",7735
Geitel,"Enterich, männliche Ente",4240
Hagebutze,Heckenrose,3210
Lichterkerze,weiße Samenkugel des Löwenzahns,3500
Männlein,"Kind, Junge",5146
